date,currency_pair,open,high,low,close,adjusted_close,volume,source
2026-02-23,CNH/USD,0.144865181219,0.145307652628,0.144865181219,0.145162109786,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-24,CNH/USD,0.145232524533,0.145513597518,0.145008867292,0.145371023194,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-25,CNH/USD,0.145380956258,0.145968354061,0.145328558806,0.145906164827,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-26,CNH/USD,0.145947476422,0.14648880972,0.14584998454,0.146139007424,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-02-27,CNH/USD,0.146140075262,0.146225552915,0.145567187991,0.145753897459,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-01,CNH/USD,0.14531039754,0.145530538856,0.145214176389,0.145357288214,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-02,CNH/USD,0.14530828606,0.145734143032,0.144653951584,0.144927326192,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-03,CNH/USD,0.145029477241,0.145459834903,0.144020001498,0.144607722631,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-04,CNH/USD,0.144625917832,0.145172225069,0.144195482932,0.145116608451,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-05,CNH/USD,0.145129455474,0.145399769396,0.144333676366,0.14456528496,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-06,CNH/USD,0.144696231965,0.145172435819,0.144517650663,0.144944971642,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-08,CNH/USD,0.144585978052,0.14461943396,0.144419764711,0.144426647872,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-09,CNH/USD,0.144625708666,0.145292874111,0.144218774112,0.14528865223,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-10,CNH/USD,0.145244759206,0.145770682309,0.145000667003,0.145347569643,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-11,CNH/USD,0.145435083596,0.145782795298,0.145330037248,0.145435929656,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
2026-03-12,CNH/USD,0.14543825637,0.145687008944,0.145240329173,0.145327713995,,,https://www.myfxbook.com/forex-market/currencies/USDCNH-historical-data ; transformed from USD/CNH to CNH/USD
